V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,tconst,IMDb_current,IMDb_ratecount_current,imdb_title_type,Match_Confidence_Current,rating_change
0,1,Breaking Bad,2008,18+,9.4/10,100/100,1,0,0,0,1,9.4,tt0903747,9.5,2652911,tvSeries,Exact (title + year),0.0999999999999996
1,2,Stranger Things,2016,16+,8.7/10,96/100,1,0,0,0,1,8.7,tt4574334,8.6,1724245,tvSeries,Exact (title + year),-0.0999999999999996
2,3,Attack on Titan,2013,18+,9.0/10,95/100,1,1,0,0,1,9,tt2560140,9.1,735184,tvSeries,Exact (title + year),0.0999999999999996
3,4,Better Call Saul,2015,18+,8.8/10,94/100,1,0,0,0,1,8.8,tt3032476,9,852567,tvSeries,Exact (title + year),0.199999999999999
4,5,Dark,2017,16+,8.8/10,93/100,1,0,0,0,1,8.8,tt5753856,8.7,555848,tvSeries,Exact (title + year),-0.100000000000001
5,6,Avatar: The Last Airbender,2005,7+,9.3/10,93/100,1,0,1,0,1,9.3,tt0417299,9.3,450861,tvSeries,Exact (title + year),0
6,7,Peaky Blinders,2013,18+,8.8/10,93/100,1,0,0,0,1,8.8,tt2442560,8.7,786389,tvSeries,Exact (title + year),-0.100000000000001
7,8,The Walking Dead,2010,18+,8.2/10,93/100,1,0,0,0,1,8.2,tt1520211,8.1,1206774,tvSeries,Exact (title + year),-0.0999999999999996
8,9,Black Mirror,2011,18+,8.8/10,92/100,1,0,0,0,1,8.8,tt2085059,8.7,744343,tvSeries,Exact (title + year),-0.100000000000001
9,10,The Queen's Gambit,2020,18+,8.6/10,92/100,1,0,0,0,1,8.6,tt10048342,8.5,672632,tvMiniSeries,Exact (title + year),-0.0999999999999996
10,11,Mindhunter,2017,18+,8.6/10,90/100,1,0,0,0,1,8.6,tt5290382,8.6,402201,tvSeries,Exact (title + year),0
11,12,Community,2009,7+,8.5/10,90/100,1,1,1,0,1,8.5,tt1439629,8.5,313027,tvSeries,Exact (title + year),0
12,13,Narcos,2015,18+,8.8/10,90/100,1,0,0,0,1,8.8,tt2707408,8.7,532830,tvSeries,Exact (title + year),-0.100000000000001
13,14,Shameless,2011,18+,8.5/10,90/100,1,1,1,0,1,8.5,tt1586680,8.5,336317,tvSeries,Exact (title + year),0
14,15,Money Heist,2017,18+,8.3/10,90/100,1,0,0,0,1,8.3,tt6468322,8.2,614638,tvSeries,Exact (title + year),-0.100000000000001
15,16,Marvel's Daredevil,2015,18+,8.6/10,90/100,1,0,0,0,1,8.6,tt3322312,8.6,537710,tvSeries,"Fuzzy (prefix stripped, exact year)",0
16,17,Lucifer,2016,16+,8.1/10,90/100,1,0,0,0,1,8.1,tt4052886,8,395602,tvSeries,Exact (title + year),-0.0999999999999996
17,18,Supernatural,2005,16+,8.4/10,89/100,1,0,0,0,1,8.4,tt0460681,8.4,544688,tvSeries,Exact (title + year),0
18,19,The Witcher,2019,18+,8.2/10,89/100,1,0,0,0,1,8.2,tt5180504,7.8,622828,tvSeries,Exact (title + year),-0.399999999999999
19,20,Ozark,2017,18+,8.4/10,89/100,1,0,0,0,1,8.4,tt5071412,8.4,396146,tvSeries,Exact (title + year),0
20,21,The Crown,2016,18+,8.6/10,89/100,1,0,0,0,1,8.6,tt4786824,8.6,283229,tvSeries,Exact (title + year),0
21,22,Cobra Kai,2018,16+,8.6/10,89/100,1,0,0,0,1,8.6,tt7221388,8.4,245174,tvSeries,Exact (title + year),-0.199999999999999
22,23,The Blacklist,2013,16+,8.0/10,88/100,1,0,0,0,1,8,tt2741602,7.9,302611,tvSeries,Exact (title + year),-0.0999999999999996
23,24,The Flash,2014,16+,7.6/10,88/100,1,0,0,0,1,7.6,tt3107288,7.5,387409,tvSeries,Exact (title + year),-0.0999999999999996
24,25,Outlander,2014,18+,8.4/10,88/100,1,0,0,0,1,8.4,tt3006802,8.3,203435,tvSeries,Exact (title + year),-0.0999999999999996
25,26,Fullmetal Alchemist: Brotherhood,2009,16+,9.1/10,88/100,1,1,0,0,1,9.1,tt1355642,9.1,254118,tvSeries,Exact (title + year),0
26,27,The Good Place,2016,16+,8.2/10,88/100,1,0,0,0,1,8.2,tt4955642,8.2,223372,tvSeries,Exact (title + year),0
27,28,House of Cards,2013,18+,8.7/10,88/100,1,0,0,0,1,8.7,tt1856010,8.6,561634,tvSeries,Exact (title + year),-0.0999999999999996
28,29,Atypical,2017,16+,8.3/10,88/100,1,0,0,0,1,8.3,tt6315640,8.2,114650,tvSeries,Exact (title + year),-0.100000000000001
29,30,Grey's Anatomy,2005,16+,7.5/10,87/100,1,1,0,0,1,7.5,tt0413573,7.6,376294,tvSeries,Exact (title + year),0.0999999999999996
30,31,Arrested Development,2003,16+,8.7/10,87/100,1,1,0,0,1,8.7,tt0367279,8.6,345447,tvSeries,Exact (title + year),-0.0999999999999996
31,32,Lupin,2021,18+,7.5/10,87/100,1,0,0,0,1,7.5,tt2531336,7.5,160424,tvSeries,Exact (title + year),0
32,33,The Umbrella Academy,2019,16+,8.0/10,87/100,1,0,0,0,1,8,tt1312171,7.8,316642,tvSeries,Exact (title + year),-0.2
33,34,Orange Is the New Black,2013,18+,8.0/10,87/100,1,0,0,0,1,8,tt2372162,8,337592,tvSeries,Exact (title + year),0
34,35,The Vampire Diaries,2009,16+,7.7/10,86/100,1,0,0,0,1,7.7,tt1405406,7.7,386817,tvSeries,Exact (title + year),0
35,36,Demon Slayer: Kimetsu no Yaiba,2019,18+,8.7/10,86/100,1,1,0,0,1,8.7,tt9335498,8.5,232698,tvSeries,Exact (title + year),-0.199999999999999
36,37,The Last Dance,2020,16+,9.1/10,86/100,1,0,0,0,1,9.1,tt8420184,9,182669,tvMiniSeries,Exact (title + year),-0.0999999999999996
37,38,American Horror Story,2011,18+,8.0/10,86/100,1,1,1,0,1,8,tt1844624,7.9,363170,tvSeries,Exact (title + year),-0.0999999999999996
38,39,Elite,2018,18+,7.5/10,86/100,1,0,0,0,1,7.5,tt7134908,7.1,102669,tvSeries,Exact (title + year),-0.4
39,40,BoJack Horseman,2014,18+,8.7/10,86/100,1,0,0,0,1,8.7,tt3398228,8.8,236796,tvSeries,Exact (title + year),0.100000000000001
40,41,Star Trek: The Next Generation,1987,7+,8.6/10,86/100,1,1,1,0,1,8.6,tt0092455,8.7,150767,tvSeries,Exact (title + year),0.0999999999999996
41,42,Broadchurch,2013,18+,8.4/10,86/100,1,0,0,0,1,8.4,tt2249364,8.3,143314,tvSeries,Exact (title + year),-0.0999999999999996
42,43,The IT Crowd,2006,16+,8.5/10,86/100,1,0,0,0,1,8.5,tt0487831,8.5,177140,tvSeries,Exact (title + year),0
43,44,When They See Us,2019,18+,8.9/10,86/100,1,0,0,0,1,8.9,tt7137906,8.8,160440,tvMiniSeries,Exact (title + year),-0.0999999999999996
44,45,"Love, Death & Robots",2019,18+,8.5/10,86/100,1,0,0,0,1,8.5,tt9561862,8.4,231379,tvSeries,Exact (title + year),-0.0999999999999996
45,46,Schitt's Creek,2015,16+,8.5/10,86/100,1,0,0,0,1,8.5,tt3526078,8.5,175684,tvSeries,Exact (title + year),0
46,47,Marvel's Agents of S.H.I.E.L.D.,2013,16+,7.5/10,86/100,1,0,0,0,1,7.5,tt2364582,7.5,236306,tvSeries,"Fuzzy (prefix stripped, exact year)",0
47,48,Never Have I Ever,2020,16+,7.9/10,86/100,1,0,0,0,1,7.9,tt10062292,7.8,96199,tvSeries,Exact (title + year),-0.100000000000001
48,49,The 100,2014,16+,7.6/10,86/100,1,0,0,0,1,7.6,tt2661044,7.5,306367,tvSeries,Exact (title + year),-0.0999999999999996
49,50,American Crime Story,2016,18+,8.4/10,85/100,1,0,0,0,1,8.4,tt2788432,8.4,102836,tvSeries,Exact (title + year),0
50,51,The Last Kingdom,2015,18+,8.4/10,85/100,1,0,0,0,1,8.4,tt4179452,8.5,191334,tvSeries,Exact (title + year),0.0999999999999996
51,52,The End of the F***ing World,2017,18+,8.1/10,85/100,1,0,0,0,1,8.1,tt6257970,8,248321,tvSeries,Exact (title + year),-0.0999999999999996
52,53,New Girl,2011,16+,7.7/10,85/100,1,0,0,0,1,7.7,tt1826940,7.8,264895,tvSeries,Exact (title + year),0.0999999999999996
53,54,Penny Dreadful,2014,18+,8.2/10,85/100,1,0,1,0,1,8.2,tt2628232,8.2,140327,tvSeries,Exact (title + year),0
54,55,One Piece,1999,7+,8.8/10,85/100,1,1,0,0,1,8.8,tt0388629,9,361153,tvSeries,Exact (title + year),0.199999999999999
55,56,Marvel's The Punisher,2017,18+,8.5/10,85/100,1,0,0,0,1,8.5,tt5675620,8.4,309367,tvSeries,"Fuzzy (prefix stripped, exact year)",-0.0999999999999996
56,57,Evil,2019,18+,7.7/10,85/100,1,0,0,0,1,7.7,tt9055008,7.7,53170,tvSeries,Exact (title + year),0
57,58,YOU,2018,18+,7.7/10,85/100,1,0,0,0,1,7.7,tt7335184,7.6,372752,tvSeries,Exact (title + year),-0.100000000000001
58,59,Sense8,2015,18+,8.3/10,84/100,1,0,0,0,1,8.3,tt2431438,8.2,172286,tvSeries,Exact (title + year),-0.100000000000001
59,60,Making a Murderer,2015,16+,8.6/10,84/100,1,0,0,0,1,8.6,tt5189670,8.5,108688,tvSeries,Exact (title + year),-0.0999999999999996
60,61,Unbelievable,2019,18+,8.4/10,84/100,1,0,0,0,1,8.4,tt7909970,8.3,138337,tvMiniSeries,Exact (title + year),-0.0999999999999996
61,62,Arrow,2012,16+,7.5/10,84/100,1,0,0,0,1,7.5,tt2193021,7.5,462197,tvSeries,Exact (title + year),0
62,63,Sex Education,2019,18+,8.3/10,84/100,1,0,0,0,1,8.3,tt7767422,8.2,401523,tvSeries,Exact (title + year),-0.100000000000001
63,64,Marvel's Jessica Jones,2015,18+,7.9/10,84/100,1,0,0,0,1,7.9,tt2357547,7.8,241037,tvSeries,"Fuzzy (prefix stripped, exact year)",-0.100000000000001
64,65,Sweet Tooth,2021,16+,7.9/10,84/100,1,0,0,0,1,7.9,tt12809988,7.7,79303,tvSeries,Exact (title + year),-0.2
65,66,Good Girls,2018,16+,7.8/10,84/100,1,1,0,0,1,7.8,tt6474378,7.7,68198,tvSeries,Exact (title + year),-0.0999999999999996
66,67,Death Note,2006,16+,9.0/10,84/100,1,1,0,0,1,9,tt0877057,8.9,492400,tvSeries,Exact (title + year),-0.0999999999999996
67,68,Gilmore Girls,2000,16+,8.1/10,84/100,1,0,0,0,1,8.1,tt0238784,8.2,175698,tvSeries,Exact (title + year),0.0999999999999996
68,69,The Legend of Korra,2012,7+,8.4/10,83/100,1,0,0,0,1,8.4,tt1695360,8.3,153228,tvSeries,Exact (title + year),-0.0999999999999996
69,70,How to Get Away with Murder,2014,16+,8.1/10,83/100,1,1,0,0,1,8.1,tt3205802,8.1,179574,tvSeries,Exact (title + year),0
70,71,Master of None,2015,18+,8.3/10,83/100,1,0,0,0,1,8.3,tt4635276,8.2,78970,tvSeries,Exact (title + year),-0.100000000000001
71,72,Chappelle's Show,2003,18+,8.7/10,83/100,1,0,0,0,1,8.7,tt0353049,8.8,79211,tvSeries,Exact (title + year),0.100000000000001
72,73,One-Punch Man,2015,7+,8.8/10,83/100,1,1,0,0,1,8.8,,,,,Unmatched,
73,74,Downton Abbey,2010,16+,8.7/10,83/100,1,0,1,0,1,8.7,tt1606375,8.7,247843,tvSeries,Exact (title + year),0
74,75,Gotham,2014,16+,7.8/10,83/100,1,0,0,0,1,7.8,tt3749900,7.8,252595,tvSeries,Exact (title + year),0
75,76,Pose,2018,18+,8.6/10,83/100,1,0,0,0,1,8.6,tt7562112,8.6,36882,tvSeries,Exact (title + year),0
76,77,Bodyguard,2018,18+,8.1/10,83/100,1,0,0,0,1,8.1,tt7493974,8,172043,tvMiniSeries,Exact (title + year),-0.0999999999999996
77,78,Altered Carbon,2018,18+,8.0/10,83/100,1,0,0,0,1,8,tt2261227,7.9,203447,tvSeries,Exact (title + year),-0.0999999999999996
78,79,Ash vs Evil Dead,2015,18+,8.4/10,83/100,1,0,0,0,1,8.4,tt4189022,8.4,86095,tvSeries,Exact (title + year),0
79,80,The Sinner,2017,16+,7.9/10,83/100,1,0,0,0,1,7.9,tt6048596,7.8,153335,tvSeries,Exact (title + year),-0.100000000000001
80,81,Our Planet,2019,all,9.3/10,82/100,1,0,0,0,1,9.3,tt9253866,9.2,63435,tvSeries,Exact (title + year),-0.100000000000001
81,82,Narcos: Mexico,2018,18+,8.4/10,82/100,1,0,0,0,1,8.4,tt8714904,8.3,102276,tvSeries,Exact (title + year),-0.0999999999999996
82,83,Shadow and Bone,2021,16+,7.7/10,82/100,1,0,0,0,1,7.7,tt2403776,7.5,125530,tvSeries,Exact (title + year),-0.2
83,84,Castlevania,2017,18+,8.3/10,82/100,1,0,0,0,1,8.3,tt6517102,8.3,95835,tvSeries,Exact (title + year),0
84,85,Star Trek,1966,7+,8.3/10,82/100,1,1,1,0,1,8.3,tt0060028,8.4,101510,tvSeries,Exact (title + year),0.0999999999999996
85,86,The Kominsky Method,2018,18+,8.2/10,82/100,1,0,0,0,1,8.2,tt7255502,8.2,47463,tvSeries,Exact (title + year),0
86,87,Hunter x Hunter,2011,16+,9.0/10,82/100,1,1,0,0,1,9,tt2098220,9,200746,tvSeries,Exact (title + year),0
87,88,Dead to Me,2019,18+,8.0/10,82/100,1,0,0,0,1,8,tt8064302,7.9,111001,tvSeries,Exact (title + year),-0.0999999999999996
88,89,The Haunting of Hill House,2018,18+,8.6/10,82/100,1,0,0,0,1,8.6,tt6763664,8.5,333341,tvMiniSeries,Exact (title + year),-0.0999999999999996
89,90,Russian Doll,2019,18+,7.9/10,82/100,1,0,0,0,1,7.9,tt7520794,7.7,116790,tvSeries,Exact (title + year),-0.2
90,91,Kingdom,2019,18+,8.4/10,82/100,1,1,0,0,1,8.4,tt6611916,8.3,64519,tvSeries,Exact (title + year),-0.0999999999999996
91,92,Neon Genesis Evangelion,1995,16+,8.5/10,82/100,1,0,0,0,1,8.5,tt0112159,8.5,113321,tvSeries,Exact (title + year),0
92,93,Naruto,2002,7+,8.3/10,81/100,1,1,0,0,1,8.3,tt0409591,8.4,171193,tvSeries,Exact (title + year),0.0999999999999996
93,94,NCIS,2003,16+,7.7/10,81/100,1,0,0,0,1,7.7,tt0364845,7.8,177509,tvSeries,Exact (title + year),0.0999999999999996
94,95,Manifest,2018,16+,7.2/10,81/100,1,1,0,0,1,7.2,tt8421350,7,105976,tvSeries,Exact (title + year),-0.2
95,96,Halt and Catch Fire,2014,16+,8.4/10,81/100,1,0,0,0,1,8.4,tt2543312,8.4,38643,tvSeries,Exact (title + year),0
96,97,Monty Python's Flying Circus,1969,16+,8.8/10,81/100,1,0,0,0,1,8.8,tt0063929,8.8,87568,tvSeries,Exact (title + year),0
97,98,After Life,2019,18+,8.4/10,81/100,1,0,0,0,1,8.4,tt8398600,8.4,170463,tvSeries,Exact (title + year),0
98,99,Riverdale,2017,16+,6.8/10,81/100,1,1,0,0,1,6.8,tt5420376,6.4,166608,tvSeries,Exact (title + year),-0.399999999999999
99,100,Big Mouth,2017,18+,7.9/10,81/100,1,0,0,0,1,7.9,tt6524350,7.8,99179,tvSeries,Exact (title + year),-0.100000000000001
100,101,I Think You Should Leave with Tim Robinson,2019,18+,7.8/10,81/100,1,0,0,0,1,7.8,tt10050772,8.1,27147,tvSeries,Exact (title + year),0.3
101,102,Derry Girls,2018,16+,8.4/10,81/100,1,0,0,0,1,8.4,tt7120662,8.5,78838,tvSeries,Exact (title + year),0.0999999999999996
102,103,The Promised Neverland,2019,18+,8.5/10,81/100,1,1,0,0,1,8.5,tt8788458,8.1,59494,tvSeries,Exact (title + year),-0.4
103,104,Lost in Space,2018,7+,7.3/10,80/100,1,1,0,0,1,7.3,tt5232792,7.3,114130,tvSeries,Exact (title + year),0
104,105,Star Trek: Deep Space Nine,1993,7+,8.0/10,80/100,1,1,1,0,1,8,tt0106145,8.1,77952,tvSeries,Exact (title + year),0.0999999999999996
105,106,Jane the Virgin,2014,16+,7.8/10,80/100,1,0,0,0,1,7.8,tt3566726,7.8,64839,tvSeries,Exact (title + year),0
106,107,Godless,2017,18+,8.3/10,80/100,1,0,0,0,1,8.3,tt5516154,8.2,91929,tvMiniSeries,Exact (title + year),-0.100000000000001
107,108,The OA,2016,18+,7.8/10,80/100,1,0,0,0,1,7.8,tt4635282,7.8,128279,tvSeries,Exact (title + year),0
108,109,DC's Legends of Tomorrow,2016,16+,6.8/10,80/100,1,0,0,0,1,6.8,tt4532368,6.7,115063,tvSeries,"Fuzzy (prefix stripped, exact year)",-0.0999999999999996
109,110,Sacred Games,2018,18+,8.6/10,80/100,1,0,0,0,1,8.6,tt6077448,8.5,98514,tvSeries,Exact (title + year),-0.0999999999999996
110,111,iZombie,2015,16+,7.8/10,80/100,1,0,0,0,1,7.8,tt3501584,7.8,79397,tvSeries,Exact (title + year),0
111,112,Longmire,2012,16+,8.3/10,80/100,1,0,0,0,1,8.3,tt1836037,8.3,44114,tvSeries,Exact (title + year),0
112,113,Happy Endings,2011,16+,7.7/10,80/100,1,1,0,0,1,7.7,tt1587678,7.8,41758,tvSeries,Exact (title + year),0.0999999999999996
113,114,Into the Badlands,2015,16+,8.0/10,80/100,1,0,0,0,1,8,tt3865236,7.9,53137,tvSeries,Exact (title + year),-0.0999999999999996
114,115,The Originals,2013,16+,8.2/10,80/100,1,0,0,0,1,8.2,tt2632424,8.2,161953,tvSeries,Exact (title + year),0
115,116,Anne with an E,2017,all,8.7/10,80/100,1,0,0,0,1,8.7,tt5421602,8.6,82382,tvSeries,Exact (title + year),-0.0999999999999996
116,117,Grace and Frankie,2015,18+,8.3/10,80/100,1,0,0,0,1,8.3,tt3609352,8.2,62296,tvSeries,Exact (title + year),-0.100000000000001
117,118,Chilling Adventures of Sabrina,2018,16+,7.5/10,80/100,1,0,0,0,1,7.5,tt7569592,7.4,119766,tvSeries,Exact (title + year),-0.0999999999999996
118,119,Queen of the South,2016,16+,8.0/10,79/100,1,0,0,0,1,8,tt1064899,8,38276,tvSeries,Exact (title + year),0
119,120,A Series of Unfortunate Events,2017,7+,7.8/10,79/100,1,0,0,0,1,7.8,tt4834206,7.7,73083,tvSeries,Exact (title + year),-0.0999999999999996
120,121,Bridgerton,2020,"",7.3/10,79/100,1,0,0,0,1,7.3,tt8740790,7.5,231487,tvSeries,Exact (title + year),0.2
121,122,Unorthodox,2020,18+,8.0/10,79/100,1,0,0,0,1,8,tt9815454,8,99481,tvMiniSeries,Exact (title + year),0
122,123,Stargate SG-1,1997,13+,8.4/10,79/100,1,1,0,0,1,8.4,tt0118480,8.4,110235,tvSeries,Exact (title + year),0
123,124,Outer Banks,2020,18+,7.6/10,79/100,1,0,0,0,1,7.6,tt10293938,7.5,109556,tvSeries,Exact (title + year),-0.0999999999999996
124,125,13 Reasons Why,2017,18+,7.6/10,79/100,1,0,0,0,1,7.6,tt1837492,7.4,341840,tvSeries,Exact (title + year),-0.199999999999999
125,126,Unbreakable Kimmy Schmidt,2015,16+,7.6/10,79/100,1,0,0,0,1,7.6,tt3339966,7.5,83805,tvSeries,Exact (title + year),-0.0999999999999996
126,127,Marvel's Luke Cage,2016,18+,7.3/10,79/100,1,0,0,0,1,7.3,tt3322314,7.2,149530,tvSeries,"Fuzzy (prefix stripped, exact year)",-0.0999999999999996
127,128,GLOW,2017,18+,8.0/10,79/100,1,0,0,0,1,8,tt5770786,8,54901,tvSeries,Exact (title + year),0
128,129,Borgen,2010,18+,8.5/10,79/100,1,0,0,0,1,8.5,tt1526318,8.4,32734,tvSeries,Exact (title + year),-0.0999999999999996
129,130,The 4400,2004,7+,7.3/10,79/100,1,0,0,0,1,7.3,tt0389564,7.3,48623,tvSeries,Exact (title + year),0
130,131,Alias Grace,2017,18+,7.7/10,79/100,1,0,0,0,1,7.7,tt1034007,7.6,42167,tvMiniSeries,Exact (title + year),-0.100000000000001
131,132,All American,2018,16+,7.7/10,79/100,1,0,0,0,1,7.7,tt7414406,7.6,16730,tvSeries,Exact (title + year),-0.100000000000001
132,133,Santa Clarita Diet,2017,18+,7.8/10,79/100,1,0,0,0,1,7.8,tt5580540,7.8,83770,tvSeries,Exact (title + year),0
133,134,Reign,2013,16+,7.5/10,78/100,1,0,0,0,1,7.5,tt2710394,7.4,58172,tvSeries,Exact (title + year),-0.0999999999999996
134,135,Maniac,2018,18+,7.8/10,78/100,1,0,0,0,1,7.8,tt5580146,7.6,93724,tvMiniSeries,Exact (title + year),-0.2
135,136,Dark Matter,2015,18+,7.5/10,78/100,1,0,1,0,1,7.5,tt4159076,7.5,48200,tvSeries,Exact (title + year),0
136,137,Star Trek: Voyager,1995,7+,7.8/10,78/100,1,1,1,0,1,7.8,tt0112178,7.9,84923,tvSeries,Exact (title + year),0.100000000000001
137,138,"Tiger King: Murder, Mayhem and Madness",2020,18+,7.6/10,78/100,1,0,0,0,1,7.6,,,,,Unmatched,
138,139,Call the Midwife,2012,16+,8.4/10,78/100,1,0,0,0,1,8.4,tt1983079,8.6,35845,tvSeries,Exact (title + year),0.199999999999999
139,140,Queer Eye,2018,16+,8.5/10,78/100,1,0,0,0,1,8.5,tt7259746,8.5,22482,tvSeries,Exact (title + year),0
140,141,American Vandal,2017,16+,8.2/10,78/100,1,0,0,0,1,8.2,tt6877772,8.1,35020,tvSeries,Exact (title + year),-0.0999999999999996
141,142,Wynonna Earp,2016,16+,7.5/10,78/100,1,0,0,0,1,7.5,tt4878326,7.4,26645,tvSeries,Exact (title + year),-0.0999999999999996
142,143,Marvel's The Defenders,2017,18+,7.3/10,78/100,1,0,0,0,1,7.3,tt4230076,7.2,128524,tvMiniSeries,"Fuzzy (prefix stripped, exact year)",-0.0999999999999996
143,144,HAPPY!,2017,18+,8.2/10,77/100,1,0,0,0,1,8.2,tt2452242,8.1,46003,tvSeries,Exact (title + year),-0.0999999999999996
144,145,Haikyu!!,2014,16+,8.7/10,77/100,1,1,0,0,1,8.7,,,,,Unmatched,
145,146,Colony,2016,16+,7.4/10,77/100,1,0,0,0,1,7.4,tt4209256,7.3,41895,tvSeries,Exact (title + year),-0.100000000000001
146,147,Heartland,2007,7+,8.4/10,77/100,1,0,1,0,1,8.4,,,,,Unmatched,
147,148,Alone,2015,16+,8.4/10,77/100,1,1,0,0,1,8.4,tt4803766,8.4,9316,tvSeries,Exact (title + year),0
148,149,Marco Polo,2014,18+,8.0/10,77/100,1,0,1,0,1,8,tt2189461,7.9,84562,tvSeries,Exact (title + year),-0.0999999999999996
149,150,Wild Wild Country,2018,16+,8.1/10,77/100,1,0,0,0,1,8.1,tt7768848,8,38945,tvMiniSeries,Exact (title + year),-0.0999999999999996
150,151,The Dragon Prince,2018,7+,8.4/10,77/100,1,0,0,0,1,8.4,tt8688814,8.2,31917,tvSeries,Exact (title + year),-0.200000000000001
151,152,Locke & Key,2020,16+,7.4/10,77/100,1,0,0,0,1,7.4,tt3007572,7.3,108724,tvSeries,Exact (title + year),-0.100000000000001
152,153,Love,2016,18+,7.7/10,77/100,1,0,0,0,1,7.7,tt4061080,7.6,48733,tvSeries,Exact (title + year),-0.100000000000001
153,154,One Day at a Time,2017,7+,8.2/10,77/100,1,0,0,0,1,8.2,tt5339440,8.1,20070,tvSeries,Exact (title + year),-0.0999999999999996
154,155,Feel Good,2020,18+,7.5/10,77/100,1,0,0,0,1,7.5,tt10098620,7.5,15419,tvSeries,Exact (title + year),0
155,156,Fauda,2015,16+,8.2/10,77/100,1,0,0,0,1,8.2,tt4565380,8.3,43589,tvSeries,Exact (title + year),0.100000000000001
156,157,The Dark Crystal: Age of Resistance,2019,7+,8.4/10,77/100,1,0,0,0,1,8.4,tt6905542,8.4,29430,tvSeries,Exact (title + year),0
157,158,Top Boy,2011,18+,8.4/10,77/100,1,0,0,0,1,8.4,tt1830379,8.4,49367,tvSeries,Exact (title + year),0
158,159,I Am Not Okay with This,2020,18+,7.5/10,77/100,1,0,0,0,1,7.5,tt9446688,7.5,83656,tvSeries,Exact (title + year),0
159,160,Supergirl,2015,16+,6.2/10,77/100,1,0,0,0,1,6.2,tt4016454,6.2,135634,tvSeries,Exact (title + year),0
160,161,The Shannara Chronicles,2016,16+,7.2/10,77/100,1,0,0,0,1,7.2,tt1051220,7.1,66406,tvSeries,Exact (title + year),-0.100000000000001
161,162,Designated Survivor,2016,7+,7.5/10,77/100,1,0,0,0,1,7.5,tt5296406,7.4,116176,tvSeries,Exact (title + year),-0.0999999999999996
162,163,Travelers,2016,16+,8.1/10,77/100,1,0,0,0,1,8.1,tt5651844,8,72840,tvSeries,Exact (title + year),-0.0999999999999996
163,164,StartUp,2016,18+,7.9/10,77/100,1,0,0,0,1,7.9,tt5028002,7.8,32968,tvSeries,Exact (title + year),-0.100000000000001
164,165,Ripper Street,2012,18+,8.1/10,77/100,1,0,0,0,1,8.1,tt2183641,8.1,24389,tvSeries,Exact (title + year),0
165,166,Episodes,2011,18+,7.8/10,77/100,1,0,0,0,1,7.8,tt1582350,7.8,37853,tvSeries,Exact (title + year),0
166,167,Crazy Ex-Girlfriend,2015,16+,7.8/10,76/100,1,0,0,0,1,7.8,tt4094300,7.9,24298,tvSeries,Exact (title + year),0.100000000000001
167,168,Bloodline,2015,18+,7.9/10,76/100,1,0,0,0,1,7.9,tt3520702,7.8,63877,tvSeries,Exact (title + year),-0.100000000000001
168,169,Black Summer,2019,18+,6.5/10,76/100,1,0,0,0,1,6.5,tt8923854,6.6,38569,tvSeries,Exact (title + year),0.0999999999999996
169,170,The Borgias,2011,18+,7.9/10,76/100,1,0,0,0,1,7.9,tt1582457,7.9,56794,tvSeries,Exact (title + year),0
170,171,Glee,2009,16+,6.7/10,76/100,1,0,1,0,1,6.7,tt1327801,6.8,162100,tvSeries,Exact (title + year),0.0999999999999996
171,172,The Stranger,2020,18+,7.3/10,76/100,1,0,0,0,1,7.3,,,,,Unmatched,
172,173,Virgin River,2019,16+,7.4/10,76/100,1,0,0,0,1,7.4,tt9077530,7.4,60289,tvSeries,Exact (title + year),0
173,174,Lilyhammer,2012,18+,8.0/10,76/100,1,0,0,0,1,8,tt1958961,7.9,34617,tvSeries,Exact (title + year),-0.0999999999999996
174,175,Dirty John,2018,18+,7.2/10,76/100,1,0,0,0,1,7.2,tt7945720,7.3,26661,tvSeries,Exact (title + year),0.0999999999999996
175,176,TURN: Washington's Spies,2014,16+,8.1/10,76/100,1,0,0,0,1,8.1,tt2543328,8.1,26121,tvSeries,Exact (title + year),0
176,177,Star Trek: Enterprise,2001,7+,7.5/10,76/100,1,1,1,0,1,7.5,tt0244365,7.6,64739,tvSeries,Exact (title + year),0.0999999999999996
177,178,She-Ra and the Princesses of Power,2018,all,7.9/10,75/100,1,0,0,0,1,7.9,tt7745956,8.1,22592,tvSeries,Exact (title + year),0.199999999999999
178,179,Merlin,2008,7+,7.9/10,75/100,1,1,1,0,1,7.9,tt1199099,7.9,94273,tvSeries,Exact (title + year),0
179,180,The Magicians,2015,16+,7.6/10,75/100,1,0,0,0,1,7.6,tt4254242,7.6,60555,tvSeries,Exact (title + year),0
180,181,Ginny & Georgia,2021,16+,7.5/10,75/100,1,0,0,0,1,7.5,tt10813940,7.5,109846,tvSeries,Exact (title + year),0
181,182,The Spy,2019,18+,7.9/10,75/100,1,0,0,0,1,7.9,tt5952634,7.9,58024,tvMiniSeries,Exact (title + year),0
182,183,On My Block,2018,16+,8.0/10,75/100,1,0,0,0,1,8,tt7879820,7.8,22410,tvSeries,Exact (title + year),-0.2
183,184,The Movies That Made Us,2019,18+,7.8/10,75/100,1,0,0,0,1,7.8,tt10681222,7.6,7684,tvSeries,Exact (title + year),-0.2
